"RAW EXTRACTION LOG  —  All 1,195 questions extracted from BRSR, CDP, EcoVadis & GRI",,,,,
Row ID,Source Standard,Module / Section,Question ID,Indicator Type,Question Text
525,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.15.2,Sub-question,Provide details of your water-related targets and the progress made.
526,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.15.3,Sub-question,Why do you not have water-related target(s) and what are your plans to develop these in the future?
527,CDP,Module 10: Environmental Performance – Plastics .......................,CDP-10.1,Main question,"Do you have plastics-related targets, and if so what type?"
528,CDP,Module 10: Environmental Performance – Plastics .......................,CDP-10.2,Main question,Indicate whether your organization engages in the following activities.
529,CDP,Module 10: Environmental Performance – Plastics .......................,CDP-10.3,Main question,Provide the total weight of plastic polymers sold and indicate the raw material content.
530,CDP,Module 10: Environmental Performance – Plastics .......................,CDP-10.4,Main question,"Provide the total weight of plastic durable goods and durable components produced, sold and/or used, and indicate the raw"
531,CDP,Module 10: Environmental Performance – Plastics .......................,CDP-10.5,Main question,Provide the total weight of plastic packaging sold and/or used and indicate the raw material content.
532,CDP,Module 10: Environmental Performance – Plastics .......................,CDP-10.5.1,Sub-question,Indicate the circularity potential of the plastic packaging you sold and/or used.
533,CDP,Module 10: Environmental Performance – Plastics .......................,CDP-10.6,Main question,"Provide the total weight of waste generated by the plastic you produce, commercialize, use and/or process and indicate the"
534,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.1,Main question,"Within your reporting boundary, are there any geographical areas, business units or mining projects excluded from your"
535,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.1.1,Sub-question,Please report your exclusions and describe their potential for biodiversity-related risk.
536,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.2,Main question,What actions has your organization taken in the reporting year to progress your biodiversity-related commitments? .. 294
537,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.3,Main question,Does your organization use biodiversity indicators to monitor performance across its activities?
538,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.4,Main question,Does your organization have activities located in or near to areas important for biodiversity in the reporting year?
539,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.4.1,Sub-question,Provide details of your organization’s activities in the reporting year located in or near to areas important for biodiversity.
540,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.5,Main question,Can you disclose the mining project area and the area of land disturbed for each of your mining projects?
541,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.5.1,Sub-question,Provide details on the mining project area and the area of land disturbed for each of your mining projects.
542,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.6,Main question,Are there artisanal and small-scale mining (ASM) operations active in your mining project areas or in their area of influence?
543,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.6.1,Sub-question,Provide details on artisanal and small-scale mining operations active in your mining project areas or in their area of
544,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.7,Main question,Do you adopt biodiversity action plans to manage your impacts on biodiversity?
545,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.7.1,Sub-question,Describe your criteria for defining which sites are required to produce biodiversity action plans.
546,CDP,Module 11: Environmental Performance – Biodiversity ...................,CDP-11.8,Main question,Provide details on mining projects that are required to produce Biodiversity Action Plans.
